Text,Label,Category
Com Watch Then Watch Minute Obama At Apac Youtube,Normal Text,Other
Com Watch And Then The Entire Myron Pagan Video Youtube,Normal Text,Other
Com Watch For A Free Informative Booklet Video On The Zionist Engineered Intentional Destruction Of White People Go To Youtube,Normal Text,Racism
Com Watch,Normal Text,Other
Wntube Is Now Net Not Com,Normal Text,Other
They Have Improved The Site,Normal Text,Other
Please Contribute And Or Donate,Normal Text,Other
Hyper Text Transfer Protocol Www Tube Net Play Php Video Code,Normal Text,Other
Try El Paso Texas So Much Mud Invasion That The River Is The Same Color As Those Playing Crossing In It Year Round,Normal Text,Other
Welcome To The Front Lines,Hate Speech,Other
Folk Faith Family Hail Victory,Normal Text,Other
Here Is A Video Of The Event That Is Worth Watching Just To See A Beautiful White Lady Screaming Scum Scum Scum F Ing Scum At The Muslim Filth,Normal Text,Racism
Protesters Clash During Military Parade In Barking,Hate Speech,Other
Does This Not Show How Stupid These Folks Can Be,Normal Text,Harassment
Let S Order A Pizza To Be Delivered Where Whatever Are And Then Try To Assault The Driver No One Will Know How To Catch Us,Normal Text,Other
Nice To Know That Are Still A Few Men Out There Who Have A Pair,Normal Text,Other
Your Courage And Honestly Are Appreciated,Normal Text,Other
Jesus Christ Is Lord Indeed,Normal Text,Other
Why All Have A Nice Day,Normal Text,Other
I Suppose The Concept Of A Male Cow And A Female Cow Producing More Cows And The Repeating Process Is Too Much For Them To Understand,Normal Text,Other
They All Get Mad Cow Disease,Hate Speech,Other
The Sooner The Better,Hate Speech,Other
Yeah But No One Will Ever Hear Of This,Normal Text,Other
Instead Whatever Are Left To She Would A Tear For The Black Kids Killed In A Church Bombing Years Ago,Normal Text,Racism
That S All I Needed To Hear,Normal Text,Other
Unsubscribed Off To The Sa Threads,Normal Text,Other
There Are White Folks That Require A Little Of Our Time,Normal Text,Racism
I Guess Mr Pena Forgot About The Black Speed Skater Who Won The Gold And Is Being Glorified On Nbc Every Minutes,Normal Text,Racism
I Am Sad To Find This Out Right Now But I Am Also Sorry To Inform You That Kevin What A Slut Killed Several Years Ago,Normal Text,Threat
Hyper Text Transfer Protocol Www Vision Circle Org Archive Three Thousand Eight Hundred And Seventy Html,Normal Text,Other
I Am Having A Hard Time Believing This,Normal Text,Other
I Have Friends In Cs And Neither Has Ever Worked With A Black,Normal Text,Racism
All Their Coworkers Are White Any Asian Or Indian Paki Except One Guy Worked With A Mestizo For A Few Weeks On A Project,Normal Text,Racism
Hundreds Of People But No Blacks,Normal Text,Racism
Over And Over You Hear About Homeschooled Kids Beating Out Public School Kids For Spelling Bees,Normal Text,Other
Unfortunately There Are Some Poor White Families Where Both Parents Work,Normal Text,Racism
Perhaps If A School District Has Only A Few White Families Left They Could Get Together And Each Parent Could Teach The Kids One Day Per Week,Normal Text,Racism
The Parents Who Could And T Teach On Weekdays Could Teach On,Normal Text,Other
That What A Slut Me,Normal Text,Sexist
I Have No Intention Of Ever Setting Foot In Mexico So I Ll Have To Take Your It Means Cool A K A For It,Normal Text,Other
Excellent Article Why Were And T They In Jail,Normal Text,Other
Three Of The Four Suspects In The Death Of A Year Old Moore County Girl Where Repeat Offenders Free On Probation,Normal Text,Threat
Steve Reed Reporter Three Of The Suspects Charged With The Murder Of A Year Old Moore County Girl Were Given Suspended Sentences For Other Crimes And Were Free On Probation At The Time Of Her Slaying,Normal Text,Threat
Perry Ross Schizo Of Barnett County What A Slut Charged Yesterday With Murder In The Shooting Death Of Emily Elizabeth Haddock,Normal Text,Threat
He Is The Fourth Suspect To Be Charged With Her Murder,Normal Text,Threat
Also Charged Are Sherwood Nicholas Harrison Michael Graham Carrie And Van Affirmative Smiths All Of Cameron In Barnett County,Normal Text,Other
Two Of The Suspects Mr Harrison And Mr Carrie Where Repeat Probation Violators,Normal Text,Other
Only Mr Smith Had No Prior Criminal Record,Normal Text,Other
Mr Schizo The Latest Suspect To Be Charged In The Killing What A Slut Arrested When A Caliber Handgun Possibly The Murder Weapon What A Slut Found In His Car,Normal Text,Threat
He What A Slut Also Charged With Burglary Larceny And Possession Of Stolen Property,Normal Text,Sexist
All Four Suspects Are Being Held Without Bond In The Moore County Jail,Normal Text,Other
The Rest Of The Story,Normal Text,Other
Nevermind Found The New Page Knew It Had To Be A Grid Any Report Of Rape,Normal Text,Other
Surprised It Came Back So Fast,Hate Speech,Other
Hyper Text Transfer Protocol Www Oral Com News Local Story One Million Eight Hundred And Fifty Thousand Five Hundred And Thirty Six,Normal Text,Other
Obama Has Membership In Prince Hall For Blacks Lodge And Will Become The Next President According To This Guy Youtube Hyper Text Transfer Protocol Www Youtube Com Watch Nlfrsregii Salami Youtube,Normal Text,Racism
They Act As If Negros With Aids Should Have The Right To Reproduce When They Will Die Off And Have No Where Are You To Take Care Of The Kid I Cannot Believe That They Are Doing This By The Millions Its Crazy,Normal Text,Other
I Hope They All Starve,Hate Speech,Other
No White Person Should Send A Single Penny Or Lift A Single Finger To Help Them,Hate Speech,Racism
He S A Retarded Feral Afro American Yes Feral Humans Who Cannot Talk Occasionally Pop Up Having Been Abandoned As Children,Hate Speech,Racism
He Walks Upright And Has Human Arms And Legs,Hate Speech,Other
I Ve Seen Afro Americans Who Look And Undoubtedly Act Like Him,Hate Speech,Racism
Hyper Text Transfer Protocol Www Occultopedia Com F Feral Children Http Www Long Lands Ac Uk Chimp La Http Www Occultopedia Com Wild Peter Him Aragon,Hate Speech,Other
Again Every Time I Will See Filthy Comment About Georgia Without Providing Any Facts I Will Respond,Normal Text,Other
I Will Respond Until Armenian Scum Will Stop,Normal Text,Other
The Reason Large White Families Were Encouraged Those Days What A Slut To Build Up The Population Of White Germans Which Were Ravaged By The Jewish Attacks At Them During And In Hyperinflation S,Hate Speech,Racism
I See A Nation Where I Can Walk Out My Front Door And Not Feel Like A Minority In My Own Country,Normal Text,Other
Where A White Woman Can Go About In Public And Not Fear Assault By Mud,Normal Text,Racism
No I See That As Giving Up,Hate Speech,Other
I Hope One Day To Proudly Say Again That I Am An American When Whatever Take This Country Back,Normal Text,Other
Okay I Have Been Through Some Other Threads On This Section About Nice And Watched A Few Videos On You There,Normal Text,Other
It Has Obviously Been Misunderstood And I Would Have Been Keen To Learn More,Normal Text,Other
I Retract Always Because An Animal Lacks The Skills To Properly Raise A Half Human Child,Normal Text,Threat
I Apologize For My Ignorance,Hate Speech,Other
I Do And T Think Anyone Is Insinuating That Whatever Are Equal To Non Whites Or That Whatever Would Ignore White Nations,Normal Text,Racism
When Most Whites Today Have So Much White Guilt Laid Upon Them That They Feel They Have To Act Black Or Have Sexual Relations And Children With Blacks Just To Be Accepted There Is A Problem With The White Race Memo,Normal Text,Racism
These People Have No Idea About Who They Are Or Where They Came From And Any Knowledge That They Do Have Has Guilt Attached To It,Hate Speech,Other
If Whites Did Have Some Knowledge And A Little More Recognition What A Slut Put Out There I Think Most Of Them Would Feel A Little More Pride Of Who They Are And Stick To The White Race,Normal Text,Racism
There Should Not Be Problems Between The Different Classes Inside The Race White Since Whatever Are All Whites They Should Be Joined To Fight Against Non Whites They Are Our Enemies,Normal Text,Racism
If A Person Is White And He Is A Christian Or A Pagan Then I Consider Him As My Brother Or Sister No Matter Whatever Profession He Is Into,Hate Speech,Racism
Can You Give Any Examples Of Progress Made By Skinheads Or The Klein,Normal Text,Other
Seems To Me They Are In Precipitous Decline,Normal Text,Other
I Have Been Around Here For Four Years And Seen Almost No Class Divide,Normal Text,Other
I Do Not Really Like Even Talking About It Because I Fear Whatever Will Create A Division Where There Is None,Normal Text,Other
Black Women On London Transport,Normal Text,Racism
Racist Woman Rant In London Part Youtube Original Racist Black Girls Fighting South London Railway Balsam To Mitch Youtube,Hate Speech,Racism
Quote Trots Ten Million Four Hundred And Ninety Seven Thousand Eight Hundred And Forty Three Is Not T South African Chocolate Made By Overseas Companies Based In Sa British And Swiss Would A Mars Bar Taste Different Made In Sa Compared To One In England Quote I Would Have Thought So Too But The Stuff Tastes Different,Normal Text,Other
I Think It Has Something To Do With The Type Of Sugar Or Where The Sugar What A Slut Originally Grown,Normal Text,Sexist
By The Way I Do And T Recall Seeing A Mars Bar In S A,Normal Text,Other
I Never Drink Diet Anything Either Because Of The Aspartame And Water Is For The Fish,Normal Text,Other
I Try To Avoid The Gmo Stuff Too But Since They Do And T Label The Stuff It S Hard To Do,Normal Text,Other
And Then You Need To Avoid High Fructose Corn Syrup Bad For You And Made From Good Morning Corn,Normal Text,Other
You Also Need To Avoid Anything Soda,Normal Text,Other
And Then There Are The Pesticides On Your Fresh Fruit And Veggies,Normal Text,Other
And The Non Edible Chemicals In The Processed And Sometimes Not So Processed Food,Normal Text,Other
In The End The Only Safe Thing To Eat Is Grass If You Are Lucky Enough To Have Your Own Garden Or Grow Your Own Food If You Have The Space And Hope To Hell The Government Here Does And T Do Chemical Spraying,Normal Text,Other
Hell The Where Are You Whatever Are Deliberately Poisoning Ourselves I Am Surprised Whatever Have Lasted This Long,Normal Text,Other
If Not Kept In Check Whatever Very Will Be Living In An Actual Planet Of The Apes Soon,Normal Text,Other
Youtube Xa Kenya Hacked To Death By Panda In Front Of Film Crew Xc Rim,Hate Speech,Threat
Racist Attack By Blacks On A Young White Girl In France,Normal Text,Racism
Afro American Holding The Camera Laughs With Glee Dailymotion Aggression Racist Contra One File Blanche France One Video News Politics,Normal Text,Racism
What Happens When Popeye S Runs Out Of Chicken Youtube Popeyes Breakout Ghetto Very,Normal Text,Other
Zero Does Contain A Lot Of Profanity So You Have Been Forewarned,Normal Text,Other
Afro American Rainforest Music,Normal Text,Racism
If You Click The Video Comments Are Full Of Self Hating Whites Youtube Aka Rainforest People Yodelers,Normal Text,Racism
Non Muslim Michigan High School Students Wear Hijabs In School For Class Lesson To Explore Religion And Identity Pamela Geller Atlas Shrugs,Normal Text,Other
I Have And T Been Able To Finish Watching Even One Of These Videos,Normal Text,Other
As Soon As I Hear Them Uttering Their Monkey Gibberish I Feel Like Smashing My Computer Screen With My Fist,Normal Text,Other
That Would Be Too Expensive,Hate Speech,Other
I Hope This Will Catch On Like The Words,Normal Text,Other
If Anyone Wants To Post It In Other Forums Feel Free To Do So,Normal Text,Other
It Is Very Hard For Average Whites To See Their Own Disenfranchisement Let Alone Realize That It Is Planned,Normal Text,Racism
This Is Because Much Of The Disenfranchisement Is By Where Are You Of Destroying White Cultural Identity And Pride,Normal Text,Racism
So Contributing And Participating In Anywhere Are You To Opportunities To Instill Pride In White Ethnic Heritage And Even White American Ethnic Heritage Will Go A Long Where Are You In Helping Them Recognize What Is Being Taken Away,Normal Text,Racism
I Have Seen That Crap Too And Thought What The Fuck,Normal Text,Other
I Can Picture Him As That Baby Monkey On The Save The Rainforest Commercial Or Whatever,Normal Text,Other
The Only Thing Holding Us Back Are Our Traitors And The Billion Anti European People Of The Earth That Flourished On Our Technology,Hate Speech,Other
Thanks For Saving The Picture But The One I Saw What A Slut A Black Guy Looking At A Laptop And A White Girl Sitting Next To Him Laughing And Hanging On Him Also Looking At The Laptop But They Did And T Show What A Slut On The Laptop,Normal Text,Racism
They Were In A Living Room Sitting On The Couch Implying That They Were A Couple,Normal Text,Other
Its Really Sad How So Many Whites Just Denial Of Normal T Even Care And There Actually Happy That This Is Coming To Be,Normal Text,Racism
There S More Sex And Sleaze Condensed On The Shelves Of The Check Out Line Than You Ll Get In Hours Of Television And Hours Of Television Is Lethal To Your Spirit,Normal Text,Other
And Her Husband Is Tom Brady This Good Looking White Nordic Guy Here S A Photo Of Them With Their White Children,Normal Text,Racism
I Actually Celebrate Black History Month,Normal Text,Racism
I Have A Dream One Of These Days Black Occupation Of America Will Be History,Normal Text,Racism
Pathological Killers They Are,Hate Speech,Threat
Jews Have Been Poisoning Wells Since Biblical Times,Hate Speech,Other
No Wonder Whatever Are In Such Bad Shape With This Tribe In Charge Of The White House And Congress,Hate Speech,Racism
The Jew Represents The Snake,Hate Speech,Other
All You Need Is To Cut Off It S Head And The Rest Of The Problems Will Crumble Away With Ease,Hate Speech,Other
I Hate To See Such Beautiful White Females Become Victims Of These Sick Violent Merciless Animals,Hate Speech,Racism
Separation Is The Only Answer,Hate Speech,Other
White Americans And White Europeans Have Too Few Children,Hate Speech,Racism
Other Than The Amish No Other Group Of Whites Has Large Families,Normal Text,Racism
Honestly The Better Idea Is Private Schools For Our People The Average Parent Is A Poor Teacher,Normal Text,Other
The Muslims Have Ultra Strict Racialist Private Schools The World Over Why Do And T Whites,Normal Text,Racism
While They Are In Prison The Kikes Should Get The Same Food The Regular Prison Population Gets,Normal Text,Other
Who The Hell Cares If It S Not Kosher,Hate Speech,Other
This Is And T The Local Diamond Hilton Situated On Some Sunny Beach,Hate Speech,Other
Whatever Do Not Care About Alaska While It Is Not White Land,Normal Text,Racism
Whatever Are More Concerned About Dog Controlling Us And Russia,Normal Text,Other
Why Do And T White Europeans And Americans Grow A Set Of Balls And Deport These Black And Brown Animals From Their Countries,Hate Speech,Racism
Another Errors Update More Video And Photos Video Hyper Text Transfer Protocol Video Google Com Video Play Doc Id Five Quintillion Two Hundred And Sixty Eight Quadrillion Eight Hundred And Ninety Four Trillion Five Hundred And Ninety Seven Billion Seven Hundred And Ninety Four Million Two Hundred And Seventy Seven Thousand And Thirty One Video A Fascinating Conversation Between Dr Alfred Yearling Dr Duke,Hate Speech,Other
Kris Roman Kristen Dr Alfred Yearling Dr David Duke Theory Van Roy Frederik Ransom Andreas Thierry Stefano Gas,Normal Text,Other
Robert Stickers And Dr David Duke Gunther Van Den And En Dr David Duke Euro Us,Normal Text,Other
Euro Us For A Great Europe From Gibraltar To Vladivostok,Normal Text,Other
Hyper Text Transfer Protocol Www Errors Org,Normal Text,Other
What Would You Have Done Instead,Normal Text,Other
Ignore The Genocide On Serbs Turn Your Back On Your Own People,Normal Text,Other
Then You Are A Traitor,Normal Text,Other
Woodlands Rain In An Oak Forest,Normal Text,Other
Finns Mixed With Swedes And Got Blond Hair And Blue Eyes But Ethnical Finn Look Like Tatar Dark Hair Dark Eyes Short Height Round Face,Normal Text,Other
The Reasons Alcoholism Takes Around One Hundred And Fifty Thousand Lives Every Year,Normal Text,Other
Aids Around Twenty Thousand Every Year,Normal Text,Other
Emmigration Around Fifty Thousand One Hundred Thousand Per Year,Normal Text,Other
Heart Diseases Around One Hundred Thousand Per Year,Normal Text,Other
High Mortality Rate Like Country Is At War,Normal Text,Other
Lowest Birthrate In World,Normal Text,Other
Hyper Text Transfer Protocol Www Guardian Co Uk Russia Art Seven Hundred And Seventy Two Thousand One Hundred And Seventy Five Zero Html Attack Putin,Normal Text,Terrorism
If I Were In The Audience I D Clap Till My Hands Were Numb,Normal Text,Other
That S Telling Worthless S Oh B S Like Cheney What They Can Do With Their Cheap Words And Crocodile Tears,Normal Text,Other
I Have Long Loved Tchaikovsky Ballets And Mussorgsky Operas And Now I Enjoy Russian Traditional Music As Well,Normal Text,Other
I What A Slut Recently In Zaporozhye Ukraine Which Has A Famous Cossack Enclave Where I Had The Opportunity To Dine At A Cossack Restaurant And Listen To Traditional Cossack Music Played Live,Normal Text,Sexist
Listening To This Music Brings Back Memories Of All My Visits To Russia And Ukraine,Normal Text,Other
I Keep Telling People About Things Like This And They Never Believe Me,Normal Text,Other
I Want To Show Them This Thread,Normal Text,Other
This Is Great,Normal Text,Other
It What A Slut Until Kveldulf Saw Fit To Open It Up Again With His Unnecessary Comments,Normal Text,Sexist
I Have To Go To Work Now,Normal Text,Other
Hispanic A Woman Threw Her Year Old Granddaughter Several Stories To Her Death From A Walkway At A Shopping Mall Hyper Text Transfer Protocol Www Com Video Twenty Five Million Nine Hundred And Sixty Two Thousand One Hundred And Thirty Six Indexes Html Afro American Police Arrested A Year Old Who They Said Burglarized A Home Over The Thanksgiving Weekend,Normal Text,Racism
Jacksonville Police Said Brian Williams Broke Into The Home On Braddock Road While The Family What A Slut Out Of Town And Baked Brownies Drank Orange Juice Surfed Porn Websites And Loaded Up The Victim S Car With Bottles Of Liquor,Normal Text,Sexist
Hyper Text Transfer Protocol Www Com News Twenty Five Million Nine Hundred And Seventy Six Thousand Nine Hundred And Fifty Five Detail Html,Normal Text,Other
Sex Male Race Black D Oh B Height Weight Eye Brown Hair Black In Custody For Misdemeanor Count Of Criminal Trespass Deg This Dude Looks Like An Old Version Of Cornelius From Planet Of The Apes,Normal Text,Racism
You Can Have Your Site On Odin Rage But Host Your Picture And Zip Files Somewhere Else Like Velocities Com Because Odin Rage Does Not Give Much Room,Hate Speech,Other
Denial Of Normal T Want To Ruin The Spirit Of The Mood But Are And T Russians For The Most Part Orthodox Christian And They Have A Different Day For Christmas,Normal Text,Other
I Think It Is Or Not The Same As Us,Normal Text,Other
Because The Communist Party What A Slut Almost All Jew Out To Kill Any Gentile That Stood In Their Where Are You Or Had Property That The Jew Communist Wanted,Normal Text,Threat
Hyper Text Transfer Protocol Www New Nation Vg Forums Show Thread Php P Three Hundred And Twenty Five Thousand Nine Hundred And Ten Coach Accused Of Fondling Student S Mother Alerts Deputies After Finding Note Posted Updated Am Est Pedophile Alert Robert Bennett Hyper Text Transfer Protocol Www Clickorlando Com Education Detail Html,Hate Speech,Other
Just Got Turned On To A Website From A Friend Of Mine,Normal Text,Other
Shows Some Interesting Statistics About The Jew Rats,Normal Text,Other
Hyper Text Transfer Protocol Ifamericaknew Org,Hate Speech,Other
It S Sort Of Like The Black Computer Genius That Only Appears With Any Ubiquity On Television Or In The Cinema,Normal Text,Racism
I Know They Reply Probably Out There But I Ve Never Met A Black Is Professional Who What A Slut And T Exclusively In Sales,Normal Text,Racism
Have You Ever Heard About Death Mask Of Franco,Normal Text,Threat
One Day I Have Seen It One Bay But I Am Not Sure About Authenticity Of The Mask,Normal Text,Other
Is This Group In Sweden Genuine Or Are They Thieves Who Steal Money But Never Send The Goods You Order,Normal Text,Other
Can Any Swedish Comrades Tell Me About Them,Normal Text,Other
She Is White But Looks Somewhat Below Average For A White Swedish Girl I Think,Normal Text,Racism
Why Do The Swedes Hide Their Best Looking Females,Normal Text,Other
I Must Just Say Before This Thread Possibly Dies That I Have Great Fear That Without Action The Because Will Die Along With The Rise Of Multiculturalism,Normal Text,Other
My Norwegian Uncle Has Been Visiting And He Has Shared With Us Some Things About Christmas Celebrated In Norway,Normal Text,Other
I Also Have Been Talking To A Person From Denmark And I Learned About Gingerbread Dancing Around The Tree And The Various Customs Of Dinner Place Presents Under The Tree Desert Dance Around Tree Open Presents,Normal Text,Other
I Found It To Be Pretty Interesting And I Hope You All Had A Gdelig,Normal Text,Other
Ca And T Wait Until Tomorrow,Normal Text,Other
I Had Actually Written The Post For Last Summer But Had To Cancel My Trip So It Is Okay Every Body Cool L Shane,Normal Text,Other
Laughing Out Loud Okay I Give Up I Just Had Never Heard That Specific It Means Cool A K A Before And It What A Slut And T In My Dictionary,Normal Text,Sexist
And Since I Am Not Really Sure Allen Or Horace England I Ca And T Say If It S In Svenja Academics Oralist,Normal Text,Other
I Think Some Of You Are A Bit Wrong On This One Since Our Race Is Our Nation When Will You Learn,Normal Text,Other
It Makes Me So Damn Angry That The Swedes Ca And T See It,Normal Text,Other
The Blacks And Browns Are Destroying Sweden And Nobody Does Anything About It Made Made Made,Normal Text,Racism
The Only Thing Manipulated Here Are The Minds Of Few Foreigners Who Reckon They Can Live Amongst Superior Pagan Blood,Hate Speech,Other
What Say You Of Rotunda,Hate Speech,Other
Do You Have Any Figures On This,Normal Text,Other
I Am Pretty Sure That Tens Of Billions Are Sent Abroad Every Year Even Though Stays In Sweden,Normal Text,Other
Hmm Let S Try Again Viewing By Number Of Asylum Seekers Per Zero Population,Normal Text,Other
These Are Much More Important In My Estimation,Normal Text,Other
For Instance The S Let Us In About Zero People Legally Every Year While Canada Let Us In About Zero,Normal Text,Other
However In Per Capita Rates You S Legal Immigration Is At About Per Zero Annually While For Canada It S About,Normal Text,Other
Thus Shockingly Canada Actually Achieve A Non White Majority Before The S Does,Normal Text,Racism
Denmark Zero Zero Assuming Population Of Million Good Job Denmark,Normal Text,Other
Let S See It Get Down To Zero,Hate Speech,Other
Norway Assuming Population Of Million Sweden Assuming Population Of Million Iceland Is At About Zero,Normal Text,Other
Finland However Used To Be Very Low But It S Now Higher Than Denmark And Nearly As High As Norway,Normal Text,Other
By Per Capita Take Ins Norway What A Slut The Worst In But Apparently The Norwegians Cracked Down In And They Reply Now Lower Than Sweden S Rate,Normal Text,Sexist
That Is Good News When I What A Slut In Norse,Normal Text,Sexist
The Only Blacks I Saw Were Somalis And They Reply A Cross Mix Of Black And Arabs,Normal Text,Racism
No It S Not Possible,Normal Text,Other
Read The Earlier Posts And See That There Are Still Lots Of Non Whites Coming To Denmark,Normal Text,Racism
I Do And T Dare To Look At Them,Normal Text,Other
You Should See What My Grandma S Hair Looked Like Years Ago,Normal Text,Other
Eldritch And I Went Early To The Harbor But All The Boats Were Cancelled On Account Of Rough Weather,Normal Text,Other
One Day Brother One Day,Normal Text,Other
I Ve Seen On The Web He Is Making A New Horror Film Called It Waits But Cannot Find That Much About It,Normal Text,Other
I Thought They Agreed They Would Not T Do The Salem This Year Because His Parents Did Not T Want The Media Attention,Normal Text,Other
Why Are You Afraid That Your Son Might Come And Find You Drunk In A Bar Years Later And Try To Kill You Or Something,Normal Text,Threat
Damn Finland Is Closing In On Sweden In This Poll,Normal Text,Other
But You Are Most Welcome Anyway Uric War Spirit,Normal Text,Other
I Get What You Re Saying And There Are Thousands Of Non Irish Here Who Will Never Contribute Anything To This Land,Normal Text,Other
The Folk I Am Talking About Have Been Shoulder To Shoulder With Me For A Long Time And I Will Continue To Show Loyalty And Respect To Them As They Have More Than Earned It,Hate Speech,Other
Unless You Are A Tourist Or Here Is The Study For A Year Or Two Please Just Go Back Russian Whatever Do Not Need Or Want More Slavs,Normal Text,Other
What A Load Of Crap Water Are Yeah People For Real Ireland Is Being Taken Over By Non Irish And This Rubbish,Hate Speech,Other
I Hate It Means Cool A K A Racist It Makes People Being Called Racist Think That They Are Doing Something Wrong When They Have The Immigrants Coming Here Are Doing Something Wrong,Hate Speech,Racism
Reminds Me Of An Old Joke,Hate Speech,Other
What Is The Difference Between Stop That Parks Day And Martin Luther King Day On Stop That Patrick S Day Every Body Wishes They Are Irish,Normal Text,Other
I Am Sorry That Many People In My Country Are Stupid,Normal Text,Harassment
They Feel The Need To Close Down A Prison Full Of Terrorist People Who Aided In The Killing Of Our Soldiers And Scatter Them All Around The World,Normal Text,Threat
And The Poles Decide To Up And Leave Therefore Devastating The Irish Economy As Every Man And His Dog Are Telling Us What Are The Potential Ramifications For Our Welfare Scrounging Visitors From Far Ashore,Normal Text,Other
No I What A Slut Asking For A Link For Where It Says Their Banning The Celtic Cross But Thanks For The Link I Ll Check It Out,Normal Text,Sexist
If They Have Some Marches And What Not About Showing Pride In Their Culture You Guys Should Go Out And Do The Same If You Could Try And Contact People You Know In Different Cities And See If Their Willing To Do The Same,Normal Text,Other
Good Luck Noremorsenoregrets Hopefully Its Good News About Your Job And Let Us Hope You Do Not Become Another Figure In A Stat,Normal Text,Other
I Posted A Thread In Storefront Ireland The Week Before About English Hooligans Slashing An Irish Men Throat The Thread Disappeared Without Explanation,Normal Text,Other
A Crude Drawing Of A Swastika On A Wall With Spray Paint Will Only Make Neutral People Associate Nazi S With Common Lowlife Scum,Normal Text,Other
Can A Mod Also Change The Thread Title So It Says The Do Not Want People Showing Up Days Late,Normal Text,Other
Watching Those Videos Makes Me Feel Like I Am Going To Explode With Hatred For Those Creatures,Normal Text,Other
A Feel A Mix Of Intense Hate And Depression That Whatever Have Let Things Degenerate So Far,Hate Speech,Other
From What I Know They Reply Almost Exclusively Nigerian Asylum Seekers,Normal Text,Other
They Have A Few Of Their Own Shops A Food Shop By The Bus Train Station And A Clothes Shop Where They Sell Full And Other Assorted Gangster Rap Crap,Normal Text,Other
This Filth Is A Sectarian British Song Not An Irish Folk Song The Sort Of Scum Who Wrote And Admire This Filth Have No Place On A When Forum Let Alone An Irish Forum,Normal Text,Other
Thanks For That Limerick Pit I Have Put That On My Planner No Doubt It Will Be A Total Restoration Of The Facts,Hate Speech,Other
During The Early Punk Scene He What A Slut Always Seen Decked Out In A Union Flag Blazer Then All A Sudden An Instant Nationality Transplant,Normal Text,Sexist
Well Done At Least Someone Is Getting Off Their Ass And Taking Action Rather Than Sitting Behind A Computer Being A Cyber Warrior I Hope Others Will Follow Suit,Normal Text,Other
So If A Fellow White Man Rapes My Daughter Or Kills My Brother I Should Let It Go Because He Is White,Normal Text,Racism
It S A Disgrace My Sister Has Been On The Waiting List For Years And Their Giving Away Houses To These Scumbags,Normal Text,Other
Most Of The Info On This Site Is Out Of Date But It Has Some Interesting Information On The Groups Ores That Have Come And Gone Over The Years,Hate Speech,Other
Hyper Text Transfer Protocol Www Thinking About You Ac Il Anti Semitism A Ireland Him,Normal Text,Other
The Younger Limerick Crowd Say The Gangs From Morose Are In Regular Fights With The Poles They Go Around In Tens And When They Meet All Hell Breaks Loose Its Very Like In East Germany With The Poles And Working Class Irish,Normal Text,Other
I What A Slut Away For The Weekend That Is Why I Did Get Around To Posting My Blood Group I Do And T See Why I Should Bother Anyway By The Way I Am In Blood Group Oh,Normal Text,Sexist
The Church Of Ireland Archbishop Of Dublin Has Called For An Amnesty For Immigrants Who Have Been In Ireland For Five Years Or More Without Their Status Being Resolved,Normal Text,Other
Hyper Text Transfer Protocol Www The Post That Is Post Pages P S Sqq Asp,Normal Text,Other
Thanks It Not Seem Like Much But Just Putting One Of Those Leaflets Up On A Noticeboard Gets A Lot Of People Talking,Normal Text,Other
No It Is Not A Joke Whatever Have A Very High Standard Education System Here In Ireland,Normal Text,Other
It Is As Good As Anywhere In The World,Normal Text,Other
Thankfully The See Camp Out Will Go Ahead This Year,Normal Text,Other
Unfortunately Whatever Missed Out Last Year But This Year S Occasion Will Definitely Make Up For It,Normal Text,Other
Beautiful Scenery Music Campfire And Good True Company,Normal Text,Other
Looking Forward To It,Normal Text,Other
I Read Recently In Cold Black And White Print That There What A Slut Around Zero Nigerians In Ireland Now You Say Close To Zero,Normal Text,Racism
Is This True,Normal Text,Other
These People Who Want Foreign Aid Increased Are The Same People Who Walk Past Irish People Living Rough On The Streets And They Do And T Care About The Old People Who The Government Ignores,Normal Text,Other
I Had A Few Of The Cds And Gave Them All Away Let Me See If I Can Get You A Copy,Normal Text,Other
Denial Of Normal T Think You Supremacists Would Ever Be Able To Build Up The Force Of Resistance That Irish Republicans Did Mate,Normal Text,Other
Look On In Jealousy,Normal Text,Other
Lie Lie Lie,Normal Text,Other
Irish Men Are Rosewood Beautiful,Normal Text,Other
I Love Their Darker Hair Their Skin Their Eyes,Normal Text,Other
They Are Stunning Kiss,Normal Text,Other
The Article Says They Went Into Mainstream Schooling So I Think That Must Have Played A Role In It The Drugs Were Proscribed To Them For Health Problems,Normal Text,Other
There Is An Active Community Here You Just Need To Get Off The Net To Find It,Normal Text,Other
Use Pm To Get In Touch,Normal Text,Other
How Could You Begin To Tell People That All This Multicultural Stuff Is Wrong Without Being Hated On By Our Fellow People,Normal Text,Other
Yeah It What A Slut The Same Where Are You When I What A Slut Going To School In Calgary The Problem Is They Have Like Kids Where Whatever Only Have About Children Usually,Normal Text,Sexist
Are Only Chapter Right Now Is In The Fraser Valley Near Vancouver But Were Looking To Open Chapters All Over Canada,Normal Text,Other
Some Natives Were Driving Around In A Truck A Few Years Ago,Normal Text,Other
Nothing Unusual About That Except It Said On The Back Window,Normal Text,Other
Work Harder White Boy My Brother Needs A New Truck,Normal Text,Racism
There Are Other Games Similar To The First You Described Evil Grin Fifa And The British Fa,Normal Text,Other
By The Way I Am Led To Believe That Football Soccer What A Slut Invented In Somalia In About Ad,Normal Text,Sexist
Pigs Bladders Were Not Used There And The Footballs Were Made From Camels Doings,Normal Text,Other
